# schedule_id	doctor_id	work_date	time_slot	max_appt	max_onsite	status
SCH2026050706111100	A0006	2026-05-07	上午(08:00-12:00	20	10	正常
SCH2026050814000008	T0005	2026-05-08	下午(14:00-18:0	11	6	停诊
SCH2026050908000008	T0005	2026-05-09	上午(08:00-12:0	24	5	正常
SCH2026050914000008	T0005	2026-05-09	下午(14:00-18:0	25	6	正常
SCH2026051008000008	T0005	2026-05-10	上午(08:00-12:0	14	5	正常
SCH2026051014000008	T0005	2026-05-10	下午(14:00-18:0	21	6	正常
SCH2026051108000008	T0005	2026-05-11	上午(08:00-12:0	10	5	正常
SCH2026051114000008	T0005	2026-05-11	下午(14:00-18:0	14	6	正常
SCH2026050508000008	U0001	2026-05-05	上午(08:00-12:0	16	7	正常
SCH2026050514000008	U0001	2026-05-05	下午(14:00-18:0	20	7	正常
SCH2026050608000008	U0001	2026-05-06	上午(08:00-12:0	19	5	正常
SCH2026050614000008	U0001	2026-05-06	下午(14:00-18:0	22	7	正常
SCH2026050708000008	U0001	2026-05-07	上午(08:00-12:0	20	8	正常
SCH2026050714000008	U0001	2026-05-07	下午(14:00-18:0	20	5	正常
SCH2026050808000008	U0001	2026-05-08	上午(08:00-12:0	11	10	正常
SCH2026050814000008	U0001	2026-05-08	下午(14:00-18:0	19	10	正常
SCH2026050908000008	U0001	2026-05-09	上午(08:00-12:0	24	5	正常
SCH2026050914000008	U0001	2026-05-09	下午(14:00-18:0	20	8	正常
SCH2026051008000008	U0001	2026-05-10	上午(08:00-12:0	24	5	正常
SCH2026051014000008	U0001	2026-05-10	下午(14:00-18:0	15	6	正常
SCH2026051108000008	U0001	2026-05-11	上午(08:00-12:0	17	6	正常
SCH2026051114000008	U0001	2026-05-11	下午(14:00-18:0	12	5	正常
SCH2026050508000008	U0002	2026-05-05	上午(08:00-12:0	24	7	正常
SCH2026050514000008	U0002	2026-05-05	下午(14:00-18:0	22	9	正常
SCH2026050608000008	U0002	2026-05-06	上午(08:00-12:0	13	6	正常
SCH2026050614000008	U0002	2026-05-06	下午(14:00-18:0	13	8	正常
SCH2026050708000008	U0002	2026-05-07	上午(08:00-12:0	25	5	正常
SCH2026050714000008	U0002	2026-05-07	下午(14:00-18:0	10	8	正常
SCH2026050808000008	U0002	2026-05-08	上午(08:00-12:0	13	7	正常
SCH2026050814000008	U0002	2026-05-08	下午(14:00-18:0	23	5	正常
SCH2026050908000008	U0002	2026-05-09	上午(08:00-12:0	25	6	正常
SCH2026050914000008	U0002	2026-05-09	下午(14:00-18:0	19	9	正常
SCH2026051008000008	U0002	2026-05-10	上午(08:00-12:0	17	8	正常
SCH2026051014000008	U0002	2026-05-10	下午(14:00-18:0	17	6	正常
SCH2026051108000008	U0002	2026-05-11	上午(08:00-12:0	15	9	正常
SCH2026051114000008	U0002	2026-05-11	下午(14:00-18:0	11	7	正常
SCH2026050508000008	U0003	2026-05-05	上午(08:00-12:0	17	6	正常
SCH2026050514000008	U0003	2026-05-05	下午(14:00-18:0	10	10	停诊
SCH2026050608000008	U0003	2026-05-06	上午(08:00-12:0	11	5	正常
SCH2026050614000008	U0003	2026-05-06	下午(14:00-18:0	15	6	正常
SCH2026050708000008	U0003	2026-05-07	上午(08:00-12:0	18	6	正常
SCH2026050714000008	U0003	2026-05-07	下午(14:00-18:0	10	7	正常
SCH2026050808000008	U0003	2026-05-08	上午(08:00-12:0	15	9	正常
SCH2026050814000008	U0003	2026-05-08	下午(14:00-18:0	13	6	正常
SCH2026050908000008	U0003	2026-05-09	上午(08:00-12:0	23	9	停诊
SCH2026050914000008	U0003	2026-05-09	下午(14:00-18:0	11	5	正常
SCH2026051008000008	U0003	2026-05-10	上午(08:00-12:0	15	6	正常
SCH2026051014000008	U0003	2026-05-10	下午(14:00-18:0	10	10	正常
SCH2026051108000008	U0003	2026-05-11	上午(08:00-12:0	19	7	正常
SCH2026051114000008	U0003	2026-05-11	下午(14:00-18:0	16	8	正常
SCH2026050508000008	V0001	2026-05-05	上午(08:00-12:0	13	7	正常
SCH2026050514000008	V0001	2026-05-05	下午(14:00-18:0	22	8	正常
SCH2026050608000008	V0001	2026-05-06	上午(08:00-12:0	20	10	正常
SCH2026050614000008	V0001	2026-05-06	下午(14:00-18:0	24	10	正常
SCH2026050708000008	V0001	2026-05-07	上午(08:00-12:0	15	5	正常
SCH2026050714000008	V0001	2026-05-07	下午(14:00-18:0	25	5	正常
SCH2026050808000008	V0001	2026-05-08	上午(08:00-12:0	10	7	正常
SCH2026050814000008	V0001	2026-05-08	下午(14:00-18:0	19	5	正常
SCH2026050908000008	V0001	2026-05-09	上午(08:00-12:0	19	10	正常
SCH2026050914000008	V0001	2026-05-09	下午(14:00-18:0	17	9	正常
SCH2026051008000008	V0001	2026-05-10	上午(08:00-12:0	13	10	正常
SCH2026051014000008	V0001	2026-05-10	下午(14:00-18:0	25	9	正常
SCH2026051108000008	V0001	2026-05-11	上午(08:00-12:0	16	5	正常
SCH2026051114000008	V0001	2026-05-11	下午(14:00-18:0	21	8	正常
SCH2026050508000008	V0002	2026-05-05	上午(08:00-12:0	12	8	正常
SCH2026050514000008	V0002	2026-05-05	下午(14:00-18:0	18	6	正常
SCH2026050608000008	V0002	2026-05-06	上午(08:00-12:0	10	7	正常
SCH2026050614000008	V0002	2026-05-06	下午(14:00-18:0	15	8	正常
SCH2026050708000008	V0002	2026-05-07	上午(08:00-12:0	22	5	正常
SCH2026050714000008	V0002	2026-05-07	下午(14:00-18:0	13	7	正常
SCH2026050808000008	V0002	2026-05-08	上午(08:00-12:0	10	9	正常
SCH2026050814000008	V0002	2026-05-08	下午(14:00-18:0	20	8	正常
SCH2026050908000008	V0002	2026-05-09	上午(08:00-12:0	13	8	正常
SCH2026050914000008	V0002	2026-05-09	下午(14:00-18:0	19	9	正常
SCH2026051008000008	V0002	2026-05-10	上午(08:00-12:0	24	9	停诊
SCH2026051014000008	V0002	2026-05-10	下午(14:00-18:0	16	5	正常
SCH2026051108000008	V0002	2026-05-11	上午(08:00-12:0	17	9	正常
SCH2026051114000008	V0002	2026-05-11	下午(14:00-18:0	23	10	正常
SCH2026050508000008	W0001	2026-05-05	上午(08:00-12:0	11	6	正常
SCH2026050514000008	W0001	2026-05-05	下午(14:00-18:0	13	7	正常
SCH2026050608000008	W0001	2026-05-06	上午(08:00-12:0	14	8	正常
SCH2026050614000008	W0001	2026-05-06	下午(14:00-18:0	22	8	正常
SCH2026050708000008	W0001	2026-05-07	上午(08:00-12:0	11	9	正常
SCH2026050714000008	W0001	2026-05-07	下午(14:00-18:0	17	5	正常
SCH2026050808000008	W0001	2026-05-08	上午(08:00-12:0	20	10	正常
SCH2026050814000008	W0001	2026-05-08	下午(14:00-18:0	23	6	正常
SCH2026050908000008	W0001	2026-05-09	上午(08:00-12:0	13	8	正常
SCH2026050914000008	W0001	2026-05-09	下午(14:00-18:0	12	10	正常
SCH2026051008000008	W0001	2026-05-10	上午(08:00-12:0	25	5	正常
SCH2026051014000008	W0001	2026-05-10	下午(14:00-18:0	25	10	正常
SCH2026051108000008	W0001	2026-05-11	上午(08:00-12:0	19	10	停诊
SCH2026051114000008	W0001	2026-05-11	下午(14:00-18:0	23	6	正常
SCH2026050508000008	W0002	2026-05-05	上午(08:00-12:0	11	8	正常
SCH2026050514000008	W0002	2026-05-05	下午(14:00-18:0	25	8	正常
SCH2026050608000008	W0002	2026-05-06	上午(08:00-12:0	19	9	正常
SCH2026050614000008	W0002	2026-05-06	下午(14:00-18:0	11	9	正常
SCH2026050708000008	W0002	2026-05-07	上午(08:00-12:0	23	7	正常
SCH2026050714000008	W0002	2026-05-07	下午(14:00-18:0	19	9	正常
SCH2026050808000008	W0002	2026-05-08	上午(08:00-12:0	18	9	停诊
SCH2026050814000008	W0002	2026-05-08	下午(14:00-18:0	14	6	正常
SCH2026050908000008	W0002	2026-05-09	上午(08:00-12:0	20	8	正常
SCH2026050914000008	W0002	2026-05-09	下午(14:00-18:0	15	7	正常
SCH2026051008000008	W0002	2026-05-10	上午(08:00-12:0	12	7	停诊
SCH2026051014000008	W0002	2026-05-10	下午(14:00-18:0	11	5	正常
SCH2026051108000008	W0002	2026-05-11	上午(08:00-12:0	25	6	正常
SCH2026051114000008	W0002	2026-05-11	下午(14:00-18:0	24	9	正常
SCH2026050508000008	W0003	2026-05-05	上午(08:00-12:0	17	6	正常
SCH2026050514000008	W0003	2026-05-05	下午(14:00-18:0	15	7	正常
SCH2026050608000008	W0003	2026-05-06	上午(08:00-12:0	24	10	正常
SCH2026050614000008	W0003	2026-05-06	下午(14:00-18:0	17	8	正常
SCH2026050708000008	W0003	2026-05-07	上午(08:00-12:0	24	7	正常
SCH2026050714000008	W0003	2026-05-07	下午(14:00-18:0	13	10	正常
SCH2026050808000008	W0003	2026-05-08	上午(08:00-12:0	20	8	正常
SCH2026050814000008	W0003	2026-05-08	下午(14:00-18:0	16	5	正常
SCH2026050908000008	W0003	2026-05-09	上午(08:00-12:0	22	8	正常
SCH2026050914000008	W0003	2026-05-09	下午(14:00-18:0	23	7	正常
SCH2026051008000008	W0003	2026-05-10	上午(08:00-12:0	14	6	正常
SCH2026051014000008	W0003	2026-05-10	下午(14:00-18:0	14	8	正常
SCH2026051108000008	W0003	2026-05-11	上午(08:00-12:0	15	9	正常
SCH2026051114000008	W0003	2026-05-11	下午(14:00-18:0	11	7	正常
SCH2026050508000008	X0001	2026-05-05	上午(08:00-12:0	15	5	正常
SCH2026050514000008	X0001	2026-05-05	下午(14:00-18:0	18	5	正常
SCH2026050608000008	X0001	2026-05-06	上午(08:00-12:0	22	5	正常
SCH2026050614000008	X0001	2026-05-06	下午(14:00-18:0	12	8	正常
SCH2026050708000008	X0001	2026-05-07	上午(08:00-12:0	21	6	正常
SCH2026050714000008	X0001	2026-05-07	下午(14:00-18:0	19	6	正常
SCH2026050808000008	X0001	2026-05-08	上午(08:00-12:0	16	9	正常
SCH2026050814000008	X0001	2026-05-08	下午(14:00-18:0	15	10	正常
SCH2026050908000008	X0001	2026-05-09	上午(08:00-12:0	25	10	正常
SCH2026050914000008	X0001	2026-05-09	下午(14:00-18:0	24	9	正常
SCH2026051008000008	X0001	2026-05-10	上午(08:00-12:0	11	8	正常
SCH2026051014000008	X0001	2026-05-10	下午(14:00-18:0	21	9	正常
SCH2026051108000008	X0001	2026-05-11	上午(08:00-12:0	14	9	正常
SCH2026051114000008	X0001	2026-05-11	下午(14:00-18:0	13	6	正常
SCH2026050508000009	X0002	2026-05-05	上午(08:00-12:0	19	10	正常
SCH2026050514000009	X0002	2026-05-05	下午(14:00-18:0	19	8	正常
SCH2026050608000009	X0002	2026-05-06	上午(08:00-12:0	22	5	正常
SCH2026050614000009	X0002	2026-05-06	下午(14:00-18:0	22	10	停诊
SCH2026050708000009	X0002	2026-05-07	上午(08:00-12:0	22	6	正常
SCH2026050714000009	X0002	2026-05-07	下午(14:00-18:0	19	6	正常
SCH2026050808000009	X0002	2026-05-08	上午(08:00-12:0	22	6	正常
SCH2026050814000009	X0002	2026-05-08	下午(14:00-18:0	11	5	正常
SCH2026050908000009	X0002	2026-05-09	上午(08:00-12:0	10	9	正常
SCH2026050914000009	X0002	2026-05-09	下午(14:00-18:0	21	10	正常
SCH2026051008000009	X0002	2026-05-10	上午(08:00-12:0	20	10	正常
SCH2026051014000009	X0002	2026-05-10	下午(14:00-18:0	23	10	正常
SCH2026051108000009	X0002	2026-05-11	上午(08:00-12:0	23	10	停诊
SCH2026051114000009	X0002	2026-05-11	下午(14:00-18:0	14	7	正常
SCH2026050508000009	X0003	2026-05-05	上午(08:00-12:0	11	9	正常
SCH2026050514000009	X0003	2026-05-05	下午(14:00-18:0	13	5	正常
SCH2026050608000009	X0003	2026-05-06	上午(08:00-12:0	15	7	正常
SCH2026050614000009	X0003	2026-05-06	下午(14:00-18:0	23	7	正常
SCH2026050708000009	X0003	2026-05-07	上午(08:00-12:0	16	9	正常
SCH2026050714000009	X0003	2026-05-07	下午(14:00-18:0	13	7	正常
SCH2026050808000009	X0003	2026-05-08	上午(08:00-12:0	16	7	正常
SCH2026050814000009	X0003	2026-05-08	下午(14:00-18:0	25	6	停诊
SCH2026050908000009	X0003	2026-05-09	上午(08:00-12:0	15	5	正常
SCH2026050914000009	X0003	2026-05-09	下午(14:00-18:0	20	9	正常
SCH2026051008000009	X0003	2026-05-10	上午(08:00-12:0	17	8	正常
SCH2026051014000009	X0003	2026-05-10	下午(14:00-18:0	11	5	正常
SCH2026051108000009	X0003	2026-05-11	上午(08:00-12:0	18	9	正常
SCH2026051114000009	X0003	2026-05-11	下午(14:00-18:0	14	10	正常
SCH2026050508000009	Y0001	2026-05-05	上午(08:00-12:0	12	10	正常
SCH2026050514000009	Y0001	2026-05-05	下午(14:00-18:0	25	9	正常
SCH2026050608000009	Y0001	2026-05-06	上午(08:00-12:0	13	7	正常
SCH2026050614000009	Y0001	2026-05-06	下午(14:00-18:0	11	6	正常
SCH2026050708000009	Y0001	2026-05-07	上午(08:00-12:0	12	10	正常
SCH2026050714000009	Y0001	2026-05-07	下午(14:00-18:0	20	6	正常
SCH2026050808000009	Y0001	2026-05-08	上午(08:00-12:0	13	10	正常
SCH2026050814000009	Y0001	2026-05-08	下午(14:00-18:0	20	8	正常
SCH2026050908000009	Y0001	2026-05-09	上午(08:00-12:0	23	7	正常
SCH2026050914000009	Y0001	2026-05-09	下午(14:00-18:0	12	7	正常
SCH2026051008000009	Y0001	2026-05-10	上午(08:00-12:0	13	8	正常
SCH2026051014000009	Y0001	2026-05-10	下午(14:00-18:0	12	10	正常
SCH2026051108000009	Y0001	2026-05-11	上午(08:00-12:0	16	10	正常
SCH2026051114000009	Y0001	2026-05-11	下午(14:00-18:0	19	9	正常
SCH2026050508000009	Y0002	2026-05-05	上午(08:00-12:0	18	10	正常
SCH2026050514000009	Y0002	2026-05-05	下午(14:00-18:0	25	8	正常
SCH2026050608000009	Y0002	2026-05-06	上午(08:00-12:0	17	7	正常
SCH2026050614000009	Y0002	2026-05-06	下午(14:00-18:0	23	6	停诊
SCH2026050708000009	Y0002	2026-05-07	上午(08:00-12:0	13	8	正常
SCH2026050714000009	Y0002	2026-05-07	下午(14:00-18:0	18	10	正常
SCH2026050808000009	Y0002	2026-05-08	上午(08:00-12:0	15	5	正常
SCH2026050814000009	Y0002	2026-05-08	下午(14:00-18:0	20	6	正常
SCH2026050908000009	Y0002	2026-05-09	上午(08:00-12:0	12	7	正常
SCH2026050914000009	Y0002	2026-05-09	下午(14:00-18:0	12	10	正常
SCH2026051008000009	Y0002	2026-05-10	上午(08:00-12:0	15	8	正常
SCH2026051014000009	Y0002	2026-05-10	下午(14:00-18:0	24	10	正常
SCH2026051108000009	Y0002	2026-05-11	上午(08:00-12:0	13	7	正常
SCH2026051114000009	Y0002	2026-05-11	下午(14:00-18:0	17	6	正常
SCH2026050508000009	Y0003	2026-05-05	上午(08:00-12:0	15	7	正常
SCH2026050514000009	Y0003	2026-05-05	下午(14:00-18:0	12	5	正常
SCH2026050608000009	Y0003	2026-05-06	上午(08:00-12:0	21	9	正常
SCH2026050614000009	Y0003	2026-05-06	下午(14:00-18:0	13	9	正常
SCH2026050708000009	Y0003	2026-05-07	上午(08:00-12:0	10	8	正常
SCH2026050714000009	Y0003	2026-05-07	下午(14:00-18:0	23	8	停诊
SCH2026050808000009	Y0003	2026-05-08	上午(08:00-12:0	15	10	正常
SCH2026050814000009	Y0003	2026-05-08	下午(14:00-18:0	15	9	正常
SCH2026050908000009	Y0003	2026-05-09	上午(08:00-12:0	12	8	正常
SCH2026050914000009	Y0003	2026-05-09	下午(14:00-18:0	21	7	正常
SCH2026051008000009	Y0003	2026-05-10	上午(08:00-12:0	22	5	正常
SCH2026051014000009	Y0003	2026-05-10	下午(14:00-18:0	12	10	正常
SCH2026051108000009	Y0003	2026-05-11	上午(08:00-12:0	18	5	正常
SCH2026051114000009	Y0003	2026-05-11	下午(14:00-18:0	22	9	正常
SCH2026050508000009	Y0004	2026-05-05	上午(08:00-12:0	16	5	正常
SCH2026050514000009	Y0004	2026-05-05	下午(14:00-18:0	22	9	正常
SCH2026050608000009	Y0004	2026-05-06	上午(08:00-12:0	25	9	正常
SCH2026050614000009	Y0004	2026-05-06	下午(14:00-18:0	11	10	正常
SCH2026050708000009	Y0004	2026-05-07	上午(08:00-12:0	22	8	正常
SCH2026050714000009	Y0004	2026-05-07	下午(14:00-18:0	18	5	正常
SCH2026050808000009	Y0004	2026-05-08	上午(08:00-12:0	19	10	正常
SCH2026050814000009	Y0004	2026-05-08	下午(14:00-18:0	10	6	正常
SCH2026050908000009	Y0004	2026-05-09	上午(08:00-12:0	13	9	正常
SCH2026050914000009	Y0004	2026-05-09	下午(14:00-18:0	21	6	正常
SCH2026051008000009	Y0004	2026-05-10	上午(08:00-12:0	16	7	正常
SCH2026051014000009	Y0004	2026-05-10	下午(14:00-18:0	14	6	正常
SCH2026051108000009	Y0004	2026-05-11	上午(08:00-12:0	24	5	正常
SCH2026051114000009	Y0004	2026-05-11	下午(14:00-18:0	25	7	正常
SCH2026050508000009	Y0005	2026-05-05	上午(08:00-12:0	14	5	正常
SCH2026050514000009	Y0005	2026-05-05	下午(14:00-18:0	13	10	正常
SCH2026050608000009	Y0005	2026-05-06	上午(08:00-12:0	25	6	正常
SCH2026050614000009	Y0005	2026-05-06	下午(14:00-18:0	17	10	正常
SCH2026050708000009	Y0005	2026-05-07	上午(08:00-12:0	16	8	正常
SCH2026050714000009	Y0005	2026-05-07	下午(14:00-18:0	17	8	正常
SCH2026050808000009	Y0005	2026-05-08	上午(08:00-12:0	25	7	正常
SCH2026050814000009	Y0005	2026-05-08	下午(14:00-18:0	13	8	正常
SCH2026050908000009	Y0005	2026-05-09	上午(08:00-12:0	22	8	正常
SCH2026050914000009	Y0005	2026-05-09	下午(14:00-18:0	21	5	正常
SCH2026051008000009	Y0005	2026-05-10	上午(08:00-12:0	12	5	正常
SCH2026051014000009	Y0005	2026-05-10	下午(14:00-18:0	19	7	停诊
SCH2026051108000009	Y0005	2026-05-11	上午(08:00-12:0	16	10	正常
SCH2026051114000009	Y0005	2026-05-11	下午(14:00-18:0	16	9	正常
SCH2026050508000009	Z0001	2026-05-05	上午(08:00-12:0	10	7	正常
SCH2026050514000009	Z0001	2026-05-05	下午(14:00-18:0	21	7	正常
SCH2026050608000009	Z0001	2026-05-06	上午(08:00-12:0	13	8	正常
SCH2026050614000009	Z0001	2026-05-06	下午(14:00-18:0	25	10	正常
SCH2026050708000009	Z0001	2026-05-07	上午(08:00-12:0	17	10	正常
SCH2026050714000009	Z0001	2026-05-07	下午(14:00-18:0	10	5	正常
SCH2026050808000009	Z0001	2026-05-08	上午(08:00-12:0	10	6	正常
SCH2026050814000009	Z0001	2026-05-08	下午(14:00-18:0	25	9	正常
SCH2026050908000009	Z0001	2026-05-09	上午(08:00-12:0	18	8	正常
SCH2026050914000009	Z0001	2026-05-09	下午(14:00-18:0	22	6	正常
SCH2026051008000009	Z0001	2026-05-10	上午(08:00-12:0	10	10	正常
SCH2026051014000009	Z0001	2026-05-10	下午(14:00-18:0	22	9	正常
SCH2026051108000009	Z0001	2026-05-11	上午(08:00-12:0	21	5	正常
SCH2026051114000009	Z0001	2026-05-11	下午(14:00-18:0	10	5	正常
SCH2026050508000009	Z0002	2026-05-05	上午(08:00-12:0	10	6	正常
SCH2026050514000009	Z0002	2026-05-05	下午(14:00-18:0	15	10	正常
SCH2026050608000009	Z0002	2026-05-06	上午(08:00-12:0	20	6	停诊
SCH2026050614000009	Z0002	2026-05-06	下午(14:00-18:0	22	8	正常
SCH2026050708000009	Z0002	2026-05-07	上午(08:00-12:0	13	7	正常
SCH2026050714000009	Z0002	2026-05-07	下午(14:00-18:0	19	8	正常
SCH2026050808000009	Z0002	2026-05-08	上午(08:00-12:0	21	6	正常
SCH2026050814000009	Z0002	2026-05-08	下午(14:00-18:0	11	10	正常
SCH2026050908000009	Z0002	2026-05-09	上午(08:00-12:0	16	6	正常
SCH2026050914000009	Z0002	2026-05-09	下午(14:00-18:0	20	8	正常
SCH2026051008000009	Z0002	2026-05-10	上午(08:00-12:0	11	7	正常
SCH2026051014000009	Z0002	2026-05-10	下午(14:00-18:0	20	9	正常
SCH2026051108000009	Z0002	2026-05-11	上午(08:00-12:0	25	7	正常
SCH2026051114000009	Z0002	2026-05-11	下午(14:00-18:0	23	9	正常
SCH2026050508000009	Z0003	2026-05-05	上午(08:00-12:0	19	10	正常
SCH2026050514000009	Z0003	2026-05-05	下午(14:00-18:0	24	9	正常
SCH2026050608000009	Z0003	2026-05-06	上午(08:00-12:0	12	10	正常
SCH2026050614000009	Z0003	2026-05-06	下午(14:00-18:0	23	9	正常
SCH2026050708000009	Z0003	2026-05-07	上午(08:00-12:0	24	10	正常
SCH2026050714000009	Z0003	2026-05-07	下午(14:00-18:0	17	9	正常
SCH2026050808000009	Z0003	2026-05-08	上午(08:00-12:0	25	7	正常
SCH2026050814000009	Z0003	2026-05-08	下午(14:00-18:0	19	5	正常
SCH2026050908000009	Z0003	2026-05-09	上午(08:00-12:0	11	9	正常
SCH2026050914000009	Z0003	2026-05-09	下午(14:00-18:0	15	5	正常
SCH2026051008000009	Z0003	2026-05-10	上午(08:00-12:0	12	6	正常
SCH2026051014000009	Z0003	2026-05-10	下午(14:00-18:0	15	10	正常
SCH2026051108000009	Z0003	2026-05-11	上午(08:00-12:0	18	6	正常
SCH2026051114000009	Z0003	2026-05-11	下午(14:00-18:0	12	7	正常
SCH2026050508000010	Z0004	2026-05-05	上午(08:00-12:0	17	8	正常
SCH2026050514000010	Z0004	2026-05-05	下午(14:00-18:0	23	5	正常
SCH2026050608000010	Z0004	2026-05-06	上午(08:00-12:0	17	8	正常
SCH2026050614000010	Z0004	2026-05-06	下午(14:00-18:0	23	8	正常
SCH2026050708000010	Z0004	2026-05-07	上午(08:00-12:0	25	7	正常
SCH2026050714000010	Z0004	2026-05-07	下午(14:00-18:0	25	5	正常
SCH2026050808000010	Z0004	2026-05-08	上午(08:00-12:0	11	6	正常
SCH2026050814000010	Z0004	2026-05-08	下午(14:00-18:0	25	8	正常
SCH2026050908000010	Z0004	2026-05-09	上午(08:00-12:0	18	8	正常
SCH2026050914000010	Z0004	2026-05-09	下午(14:00-18:0	17	5	正常
SCH2026051008000010	Z0004	2026-05-10	上午(08:00-12:0	18	10	正常
SCH2026051014000010	Z0004	2026-05-10	下午(14:00-18:0	11	9	正常
SCH2026051108000010	Z0004	2026-05-11	上午(08:00-12:0	22	6	正常
SCH2026051114000010	Z0004	2026-05-11	下午(14:00-18:0	23	10	正常
SCH2026050508000010	Z0005	2026-05-05	上午(08:00-12:0	22	7	正常
SCH2026050514000010	Z0005	2026-05-05	下午(14:00-18:0	16	9	正常
SCH2026050608000010	Z0005	2026-05-06	上午(08:00-12:0	11	7	正常
SCH2026050614000010	Z0005	2026-05-06	下午(14:00-18:0	10	6	正常
SCH2026050708000010	Z0005	2026-05-07	上午(08:00-12:0	16	6	正常
SCH2026050714000010	Z0005	2026-05-07	下午(14:00-18:0	16	9	正常
SCH2026050808000010	Z0005	2026-05-08	上午(08:00-12:0	20	5	停诊
SCH2026050814000010	Z0005	2026-05-08	下午(14:00-18:0	16	6	正常
SCH2026050908000010	Z0005	2026-05-09	上午(08:00-12:0	19	7	停诊
SCH2026050914000010	Z0005	2026-05-09	下午(14:00-18:0	25	10	正常
SCH2026051008000010	Z0005	2026-05-10	上午(08:00-12:0	19	6	正常
SCH2026051014000010	Z0005	2026-05-10	下午(14:00-18:0	20	5	正常
SCH2026051108000010	Z0005	2026-05-11	上午(08:00-12:0	23	10	正常
SCH2026051114000010	Z0005	2026-05-11	下午(14:00-18:0	24	6	正常
SCH2026050508000010	Z0006	2026-05-05	上午(08:00-12:0	22	5	正常
SCH2026050514000010	Z0006	2026-05-05	下午(14:00-18:0	24	10	正常
SCH2026050608000010	Z0006	2026-05-06	上午(08:00-12:0	12	7	正常
SCH2026050614000010	Z0006	2026-05-06	下午(14:00-18:0	21	7	正常
SCH2026050708000010	Z0006	2026-05-07	上午(08:00-12:0	25	5	正常
SCH2026050714000010	Z0006	2026-05-07	下午(14:00-18:0	25	10	正常
SCH2026050808000010	Z0006	2026-05-08	上午(08:00-12:0	21	5	正常
SCH2026050814000010	Z0006	2026-05-08	下午(14:00-18:0	23	9	正常
SCH2026050908000010	Z0006	2026-05-09	上午(08:00-12:0	13	9	正常
SCH2026050914000010	Z0006	2026-05-09	下午(14:00-18:0	14	10	正常
SCH2026051008000010	Z0006	2026-05-10	上午(08:00-12:0	19	6	正常
SCH2026051014000010	Z0006	2026-05-10	下午(14:00-18:0	11	8	正常
SCH2026051108000010	Z0006	2026-05-11	上午(08:00-12:0	25	10	正常
SCH2026051114000010	Z0006	2026-05-11	下午(14:00-18:0	11	7	正常
SCH2026050508000010	Z0007	2026-05-05	上午(08:00-12:0	23	8	正常
SCH2026050514000010	Z0007	2026-05-05	下午(14:00-18:0	20	6	正常
